"subject_id","run","onset","requested_onset","delta_onset","shape_name","pressed","shouldhavepressed","correct","rt","outlier_location","rots","dils","outlier_type","onset_press"
"301","2",216007,"216000",8,"square","right_key","right_key",TRUE,980,0,"[2, 1, 4, 5, 3, 0]","[4, 1, 2, 0, 3, 5]",3,216987
"301","2",220007,"220000",8,"square","left_key","left_key",TRUE,1319,4,"[0, 5, 2, 3, 1, 4]","[0, 4, 2, 1, 5, 3]",1,221326
"301","2",224007,"224000",8,"square","right_key","right_key",TRUE,1082,5,"[0, 1, 5, 4, 3, 2]","[5, 2, 1, 4, 0, 3]",4,225089
"301","2",228006,"228000",7,"square","right_key","right_key",TRUE,1478,1,"[3, 0, 1, 2, 5, 4]","[3, 5, 0, 4, 2, 1]",2,229484
"301","2",240006,"240000",7,"losange","right_key","right_key",TRUE,1839,5,"[2, 3, 1, 4, 0, 5]","[0, 3, 4, 5, 2, 1]",2,241845
"301","2",244006,"244000",7,"losange","left_key","left_key",TRUE,1849,4,"[1, 4, 0, 3, 2, 5]","[1, 0, 3, 4, 5, 2]",3,245855
"301","2",248006,"248000",6,"losange","right_key","left_key",FALSE,1527,3,"[5, 3, 1, 2, 4, 0]","[3, 2, 5, 0, 1, 4]",1,249533
"301","2",252005,"252000",6,"losange","right_key","right_key",TRUE,1265,0,"[0, 2, 3, 4, 5, 1]","[1, 0, 5, 2, 4, 3]",4,253270
"301","2",256005,"256000",6,"losange","right_key","right_key",TRUE,984,1,"[5, 3, 1, 2, 4, 0]","[1, 0, 5, 2, 4, 3]",2,256989
"301","2",266005,"266000",6,"isoTrapezoid","left_key","left_key",TRUE,1383,4,"[3, 0, 1, 4, 2, 5]","[2, 3, 4, 1, 0, 5]",4,267388
"301","2",270004,"270000",5,"isoTrapezoid","right_key","right_key",TRUE,1067,1,"[2, 4, 0, 1, 5, 3]","[2, 4, 1, 5, 0, 3]",3,271071
"301","2",274004,"274000",5,"isoTrapezoid","left_key","left_key",TRUE,1058,3,"[3, 2, 0, 4, 5, 1]","[2, 1, 3, 5, 4, 0]",2,275062
"301","2",278004,"278000",5,"isoTrapezoid","left_key","left_key",TRUE,1625,2,"[5, 4, 2, 3, 0, 1]","[5, 2, 3, 1, 4, 0]",1,279629
"301","2",282004,"282000",5,"isoTrapezoid","right_key","right_key",TRUE,1267,5,"[5, 3, 2, 0, 4, 1]","[3, 2, 0, 4, 5, 1]",4,283271
"301","2",290004,"290000",5,"hinge","right_key","right_key",TRUE,1505,1,"[4, 2, 5, 1, 0, 3]","[3, 2, 0, 5, 4, 1]",3,291509
"301","2",294003,"294000",4,"hinge","left_key","right_key",FALSE,1850,5,"[2, 3, 4, 0, 1, 5]","[1, 0, 2, 4, 3, 5]",4,295853
"301","2",298003,"298000",4,"hinge","right_key","right_key",TRUE,1142,0,"[4, 5, 0, 1, 3, 2]","[5, 2, 3, 1, 4, 0]",2,299145
"301","2",302003,"302000",4,"hinge","right_key","left_key",FALSE,1222,3,"[0, 1, 2, 4, 3, 5]","[5, 1, 2, 3, 4, 0]",1,303225
"301","2",306003,"306000",4,"hinge","left_key","left_key",TRUE,1333,2,"[3, 5, 4, 0, 1, 2]","[0, 3, 4, 1, 2, 5]",2,307336
"302","1",6006,"6000",7,"rectangle","right_key","right_key",TRUE,1064,1,"[4, 1, 2, 3, 5, 0]","[1, 3, 0, 4, 5, 2]",3,7070
"302","1",10006,"10000",7,"rectangle","right_key","right_key",TRUE,1042,5,"[1, 0, 5, 2, 3, 4]","[1, 4, 5, 2, 3, 0]",2,11048
"302","1",14006,"14000",7,"rectangle","left_key","left_key",TRUE,1088,3,"[3, 0, 4, 5, 2, 1]","[3, 5, 4, 1, 0, 2]",4,15094
"302","1",18005,"18000",6,"rectangle","left_key","left_key",TRUE,1297,2,"[4, 2, 1, 5, 3, 0]","[5, 1, 4, 0, 2, 3]",1,19302
"302","1",22005,"22000",6,"rectangle","right_key","right_key",TRUE,832,0,"[0, 1, 5, 3, 2, 4]","[5, 0, 4, 2, 3, 1]",2,22837
"302","1",30005,"30000",6,"hinge","right_key","right_key",TRUE,2267,0,"[2, 1, 0, 3, 4, 5]","[2, 4, 0, 1, 5, 3]",3,32272
"302","1",34005,"34000",6,"hinge","left_key","left_key",TRUE,2223,2,"[3, 5, 0, 2, 4, 1]","[0, 2, 4, 5, 3, 1]",2,36228
"302","1",38004,"38000",5,"hinge","left_key","left_key",TRUE,1891,4,"[2, 3, 1, 5, 0, 4]","[2, 0, 5, 1, 4, 3]",4,39895
"302","1",42004,"42000",5,"hinge","right_key","right_key",TRUE,1185,1,"[5, 0, 1, 3, 2, 4]","[5, 1, 4, 3, 2, 0]",1,43189
"302","1",46004,"46000",5,"hinge","right_key","right_key",TRUE,2025,5,"[1, 5, 4, 3, 0, 2]","[4, 0, 2, 1, 3, 5]",4,48029
"302","1",54004,"54000",5,"square","left_key","left_key",TRUE,1439,4,"[4, 5, 3, 2, 1, 0]","[3, 2, 5, 4, 0, 1]",2,55443
"302","1",58004,"58000",5,"square","left_key","left_key",TRUE,1557,2,"[1, 0, 2, 5, 3, 4]","[5, 1, 4, 2, 3, 0]",3,59561
"302","1",62003,"62000",4,"square","right_key","right_key",TRUE,831,0,"[3, 0, 4, 1, 5, 2]","[5, 0, 2, 3, 4, 1]",4,62834
"302","1",66003,"66000",4,"square","right_key","right_key",TRUE,921,5,"[1, 2, 0, 3, 4, 5]","[1, 5, 3, 2, 0, 4]",1,66924
"302","1",70003,"70000",4,"square","left_key","left_key",TRUE,1212,3,"[2, 1, 4, 5, 3, 0]","[1, 0, 2, 4, 3, 5]",4,71215
"302","1",78003,"78000",4,"isoTrapezoid","left_key","left_key",TRUE,2428,3,"[5, 0, 4, 2, 3, 1]","[4, 2, 1, 0, 3, 5]",1,80431
"302","1",82002,"82000",3,"isoTrapezoid","left_key","left_key",TRUE,1811,4,"[5, 0, 2, 4, 3, 1]","[3, 1, 5, 2, 0, 4]",4,83813
"302","1",86002,"86000",3,"isoTrapezoid","right_key","right_key",TRUE,1372,1,"[4, 5, 3, 1, 0, 2]","[5, 2, 1, 0, 4, 3]",3,87374
"302","1",90002,"90000",3,"isoTrapezoid","right_key","right_key",TRUE,1614,5,"[4, 5, 3, 0, 1, 2]","[3, 0, 5, 1, 2, 4]",2,91616
"302","1",94002,"94000",3,"isoTrapezoid","right_key","right_key",TRUE,854,0,"[0, 4, 2, 3, 1, 5]","[3, 4, 0, 1, 2, 5]",3,94856
"302","1",106001,"106000",2,"random","right_key","right_key",TRUE,1939,0,"[4, 2, 3, 0, 1, 5]","[3, 4, 5, 0, 2, 1]",1,107940
"302","1",110001,"110000",2,"random","right_key","right_key",TRUE,2575,1,"[0, 2, 1, 5, 4, 3]","[0, 4, 2, 3, 5, 1]",2,112576
"302","1",114001,"114000",2,"random","left_key","left_key",TRUE,2075,4,"[4, 2, 0, 1, 3, 5]","[2, 5, 1, 0, 4, 3]",4,116076
"302","1",118001,"118000",2,"random","left_key","left_key",TRUE,1927,3,"[4, 5, 1, 0, 3, 2]","[4, 2, 3, 5, 0, 1]",3,119928
"302","1",122001,"122000",2,"random","right_key","right_key",TRUE,1087,5,"[4, 1, 3, 5, 0, 2]","[3, 0, 5, 2, 4, 1]",4,123088
"302","1",132000,"132000",1,"losange","left_key","left_key",TRUE,1374,2,"[0, 2, 3, 4, 5, 1]","[4, 3, 0, 2, 5, 1]",3,133374
