"subject_id","run","onset","requested_onset","delta_onset","shape_name","pressed","shouldhavepressed","correct","rt","outlier_location","rots","dils","outlier_type","onset_press"
"204","3",206001,206000,2,"color_6","right_key","left_key",FALSE,1282,3,"C02.png","C08.png","[0, 1, 3, 5, 2, 4]",207283
"204","3",210001,210000,2,"color_6","left_key","right_key",FALSE,1464,1,"C03.png","C09.png","[5, 4, 3, 0, 1, 2]",211465
"204","3",214000,214000,1,"color_6","right_key","right_key",TRUE,1155,5,"C13.png","C19.png","[1, 4, 5, 3, 2, 0]",215155
"204","3",218009,218000,10,"color_6","right_key","left_key",FALSE,986,4,"C03.png","C09.png","[1, 0, 2, 4, 3, 5]",218995
"204","3",222000,222000,1,"color_6","left_key","right_key",FALSE,1386,0,"C13.png","C19.png","[4, 3, 1, 5, 0, 2]",223386
"204","3",231999,232000,0,"random","left_key","right_key",FALSE,1578,1,"[0, 1, 5, 2, 4, 3]","[4, 1, 2, 3, 5, 0]","3",233577
"204","3",236008,236000,9,"random","left_key","left_key",TRUE,1516,2,"[1, 2, 5, 4, 3, 0]","[3, 5, 4, 2, 1, 0]","4",237524
"204","3",240008,240000,8,"random","right_key","right_key",TRUE,1537,0,"[0, 4, 1, 5, 2, 3]","[0, 1, 3, 5, 4, 2]","1",241545
"204","3",244007,244000,8,"random","left_key","left_key",TRUE,1070,3,"[4, 2, 5, 0, 1, 3]","[1, 5, 3, 0, 4, 2]","2",245077
"204","3",248007,248000,8,"random","left_key","right_key",FALSE,1589,5,"[3, 0, 4, 1, 5, 2]","[3, 5, 1, 0, 4, 2]","1",249596
"204","3",256007,256000,8,"losange","left_key","left_key",TRUE,935,4,"[3, 0, 1, 5, 4, 2]","[0, 5, 4, 2, 1, 3]","4",256942
"204","3",260007,260000,8,"losange","right_key","right_key",TRUE,1066,5,"[3, 0, 1, 5, 4, 2]","[4, 3, 1, 2, 5, 0]","2",261073
